Record Length,2500,Points,-37.99999878E-3,959.999978542E-3,,Record Length,2500,Points,-37.99999878E-3,979.999959469E-3,
Sample Interval,39.99999899E-6,s,-37.96000034E-3,919.999957085E-3,,Sample Interval,39.99999899E-6,s,-37.96000034E-3,939.999997616E-3,
Trigger Point,949.999993452,Samples,-37.91999817E-3,919.999957085E-3,,Trigger Point,949.999993452,Samples,-37.91999817E-3,939.999997616E-3,
,,,-37.87999973E-3,919.999957085E-3,,,,,-37.87999973E-3,959.999978542E-3,
,,,-37.83999756E-3,959.999978542E-3,,,,,-37.83999756E-3,939.999997616E-3,
,,,-37.79999912E-3,959.999978542E-3,,,,,-37.79999912E-3,959.999978542E-3,
Source,CH2,,-37.75999695E-3,959.999978542E-3,,Source,CH3,,-37.75999695E-3,979.999959469E-3,
Vertical Units,Volts,,-37.71999851E-3,959.999978542E-3,,Vertical Units,Volts,,-37.71999851E-3,939.999997616E-3,
Vertical Scale,999.999977648E-3,,-37.68000007E-3,919.999957085E-3,,Vertical Scale,499.999988824E-3,,-37.68000007E-3,959.999978542E-3,
Vertical Offset,0,,-37.63999790E-3,959.999978542E-3,,Vertical Offset,0,,-37.63999790E-3,919.999957085E-3,
Horizontal Units,s,,-37.59999946E-3,959.999978542E-3,,Horizontal Units,s,,-37.59999946E-3,939.999997616E-3,
Horizontal Scale,9.999999747E-3,,-37.55999729E-3,959.999978542E-3,,Horizontal Scale,9.999999747E-3,,-37.55999729E-3,959.999978542E-3,
Pt Fmt,Y,,-37.51999885E-3,959.999978542E-3,,Pt Fmt,Y,,-37.51999885E-3,939.999997616E-3,
Yzero,-2.4000000,,-37.48000041E-3,959.999978542E-3,,Yzero,-3.56000000,,-37.48000041E-3,919.999957085E-3,
Probe Atten,1.000000,,-37.43999824E-3,959.999978542E-3,,Probe Atten,1.000000,,-37.43999824E-3,959.999978542E-3,
,,,-37.39999980E-3,959.999978542E-3,,,,,-37.39999980E-3,939.999997616E-3,
Note,TDS 2004B - 19:08:53   26/09/2025,,-37.35999763E-3,919.999957085E-3,,Note,TDS 2004B - 19:08:53   26/09/2025,,-37.35999763E-3,939.999997616E-3,
,,,-37.31999919E-3,919.999957085E-3,,,,,-37.31999919E-3,979.999959469E-3,
,,,-37.27999702E-3,959.999978542E-3,,,,,-37.27999702E-3,939.999997616E-3,
,,,-37.23999858E-3,959.999978542E-3,,,,,-37.23999858E-3,959.999978542E-3,
,,,-37.20000014E-3,959.999978542E-3,,,,,-37.20000014E-3,939.999997616E-3,
,,,-37.15999797E-3,919.999957085E-3,,,,,-37.15999797E-3,939.999997616E-3,
,,,-37.11999953E-3,959.999978542E-3,,,,,-37.11999953E-3,959.999978542E-3,
,,,-37.07999736E-3,959.999978542E-3,,,,,-37.07999736E-3,939.999997616E-3,
,,,-37.03999892E-3,919.999957085E-3,,,,,-37.03999892E-3,919.999957085E-3,
,,,-37.00000048E-3,919.999957085E-3,,,,,-37.00000048E-3,959.999978542E-3,
,,,-36.95999831E-3,959.999978542E-3,,,,,-36.95999831E-3,939.999997616E-3,
,,,-36.91999987E-3,959.999978542E-3,,,,,-36.91999987E-3,939.999997616E-3,
,,,-36.87999770E-3,919.999957085E-3,,,,,-36.87999770E-3,939.999997616E-3,
,,,-36.83999926E-3,959.999978542E-3,,,,,-36.83999926E-3,939.999997616E-3,
,,,-36.79999709E-3,919.999957085E-3,,,,,-36.79999709E-3,959.999978542E-3,
,,,-36.75999865E-3,959.999978542E-3,,,,,-36.75999865E-3,939.999997616E-3,
,,,-36.72000021E-3,959.999978542E-3,,,,,-36.72000021E-3,919.999957085E-3,
,,,-36.67999804E-3,959.999978542E-3,,,,,-36.67999804E-3,959.999978542E-3,
,,,-36.63999960E-3,959.999978542E-3,,,,,-36.63999960E-3,959.999978542E-3,
,,,-36.59999743E-3,959.999978542E-3,,,,,-36.59999743E-3,939.999997616E-3,
,,,-36.55999899E-3,919.999957085E-3,,,,,-36.55999899E-3,979.999959469E-3,
,,,-36.52000055E-3,919.999957085E-3,,,,,-36.52000055E-3,939.999997616E-3,
,,,-36.47999838E-3,959.999978542E-3,,,,,-36.47999838E-3,959.999978542E-3,
,,,-36.43999994E-3,919.999957085E-3,,,,,-36.43999994E-3,959.999978542E-3,
,,,-36.39999777E-3,959.999978542E-3,,,,,-36.39999777E-3,939.999997616E-3,
,,,-36.35999933E-3,959.999978542E-3,,,,,-36.35999933E-3,959.999978542E-3,
,,,-36.31999716E-3,919.999957085E-3,,,,,-36.31999716E-3,919.999957085E-3,
,,,-36.27999872E-3,959.999978542E-3,,,,,-36.27999872E-3,919.999957085E-3,
,,,-36.24000028E-3,919.999957085E-3,,,,,-36.24000028E-3,959.999978542E-3,
,,,-36.19999811E-3,919.999957085E-3,,,,,-36.19999811E-3,939.999997616E-3,
,,,-36.15999967E-3,959.999978542E-3,,,,,-36.15999967E-3,939.999997616E-3,
,,,-36.11999750E-3,959.999978542E-3,,,,,-36.11999750E-3,939.999997616E-3,
