Record Length,2500,Points,-136.0000074E-3,0.0,,Record Length,2500,Points,-136.0000074E-3,39.99999911E-3,
Sample Interval,199.99999495E-6,s,-135.8000040E-3,0.0,,Sample Interval,199.99999495E-6,s,-135.8000040E-3,39.99999911E-3,
Trigger Point,680.000054133,Samples,-135.6000006E-3,0.0,,Trigger Point,680.000054133,Samples,-135.6000006E-3,39.99999911E-3,
,,,-135.4000121E-3,0.0,,,,,-135.4000121E-3,79.999998212E-3,
,,,-135.2000087E-3,0.0,,,,,-135.2000087E-3,79.999998212E-3,
,,,-135.0000054E-3,0.0,,,,,-135.0000054E-3,39.99999911E-3,
Source,CH2,,-134.8000020E-3,0.0,,Source,CH3,,-134.8000020E-3,39.99999911E-3,
Vertical Units,Volts,,-134.6000135E-3,0.0,,Vertical Units,Volts,,-134.6000135E-3,39.99999911E-3,
Vertical Scale,999.999977648E-3,,-134.4000101E-3,0.0,,Vertical Scale,999.999977648E-3,,-134.4000101E-3,0.0,
Vertical Offset,0,,-134.2000067E-3,0.0,,Vertical Offset,0,,-134.2000067E-3,39.99999911E-3,
Horizontal Units,s,,-134.0000033E-3,0.0,,Horizontal Units,s,,-134.0000033E-3,39.99999911E-3,
Horizontal Scale,49.99999874E-3,,-133.8000149E-3,0.0,,Horizontal Scale,49.99999874E-3,,-133.8000149E-3,39.99999911E-3,
Pt Fmt,Y,,-133.6000115E-3,0.0,,Pt Fmt,Y,,-133.6000115E-3,39.99999911E-3,
Yzero,-3.24000000,,-133.4000081E-3,0.0,,Yzero,-3.28000000,,-133.4000081E-3,0.0,
Probe Atten,1.000000,,-133.2000047E-3,-39.99999911E-3,,Probe Atten,1.000000,,-133.2000047E-3,39.99999911E-3,
,,,-133.0000013E-3,0.0,,,,,-133.0000013E-3,0.0,
Note,TDS 2004B - 18:35:18   26/09/2025,,-132.8000128E-3,0.0,,Note,TDS 2004B - 18:35:18   26/09/2025,,-132.8000128E-3,39.99999911E-3,
,,,-132.6000094E-3,0.0,,,,,-132.6000094E-3,39.99999911E-3,
,,,-132.4000061E-3,0.0,,,,,-132.4000061E-3,39.99999911E-3,
,,,-132.2000027E-3,0.0,,,,,-132.2000027E-3,39.99999911E-3,
,,,-132.0000142E-3,0.0,,,,,-132.0000142E-3,0.0,
,,,-131.8000108E-3,0.0,,,,,-131.8000108E-3,39.99999911E-3,
,,,-131.6000074E-3,0.0,,,,,-131.6000074E-3,39.99999911E-3,
,,,-131.4000040E-3,0.0,,,,,-131.4000040E-3,39.99999911E-3,
,,,-131.2000006E-3,0.0,,,,,-131.2000006E-3,39.99999911E-3,
,,,-131.0000122E-3,0.0,,,,,-131.0000122E-3,39.99999911E-3,
,,,-130.8000088E-3,0.0,,,,,-130.8000088E-3,39.99999911E-3,
,,,-130.6000054E-3,0.0,,,,,-130.6000054E-3,39.99999911E-3,
,,,-130.4000020E-3,0.0,,,,,-130.4000020E-3,0.0,
