Record Length,2500,Points,-13.7999998E-3,1.0599999,,Record Length,2500,Points,-13.7999998E-3,959.999978542E-3,
Sample Interval,19.9999995E-6,s,-13.7799997E-3,1.0599999,,Sample Interval,19.9999995E-6,s,-13.7799997E-3,959.999978542E-3,
Trigger Point,690.000009459,Samples,-13.7599995E-3,1.0599999,,Trigger Point,690.000009459,Samples,-13.7599995E-3,979.999959469E-3,
,,,-13.7399994E-3,1.0799999,,,,,-13.7399994E-3,979.999959469E-3,
,,,-13.7200002E-3,1.0599999,,,,,-13.7200002E-3,979.999959469E-3,
,,,-13.7000000E-3,1.0599999,,,,,-13.7000000E-3,979.999959469E-3,
Source,CH2,,-13.6799999E-3,1.0799999,,Source,CH3,,-13.6799999E-3,959.999978542E-3,
Vertical Units,Volts,,-13.6599997E-3,1.0799999,,Vertical Units,Volts,,-13.6599997E-3,959.999978542E-3,
Vertical Scale,499.999988824E-3,,-13.6399996E-3,1.0599999,,Vertical Scale,499.999988824E-3,,-13.6399996E-3,1.000000,
Vertical Offset,0,,-13.6199994E-3,1.0799999,,Vertical Offset,0,,-13.6199994E-3,959.999978542E-3,
Horizontal Units,s,,-13.6000002E-3,1.0799999,,Horizontal Units,s,,-13.6000002E-3,979.999959469E-3,
Horizontal Scale,4.99999987E-3,,-13.5800000E-3,1.0799999,,Horizontal Scale,4.99999987E-3,,-13.5800000E-3,979.999959469E-3,
Pt Fmt,Y,,-13.5599999E-3,1.0799999,,Pt Fmt,Y,,-13.5599999E-3,959.999978542E-3,
Yzero,-2.76000000,,-13.5399997E-3,1.0799999,,Yzero,-4.12000000,,-13.5399997E-3,959.999978542E-3,
Probe Atten,1.000000,,-13.5199996E-3,1.0599999,,Probe Atten,1.000000,,-13.5199996E-3,1.000000,
,,,-13.4999994E-3,1.0799999,,,,,-13.4999994E-3,979.999959469E-3,
Note,TDS 2004B - 19:28:56   26/09/2025,,-13.4800002E-3,1.0799999,,Note,TDS 2004B - 19:28:56   26/09/2025,,-13.4800002E-3,959.999978542E-3,
,,,-13.4600000E-3,1.0599999,,,,,-13.4600000E-3,979.999959469E-3,
,,,-13.4399999E-3,1.0799999,,,,,-13.4399999E-3,979.999959469E-3,
,,,-13.4199997E-3,1.0799999,,,,,-13.4199997E-3,959.999978542E-3,
,,,-13.3999996E-3,1.0599999,,,,,-13.3999996E-3,979.999959469E-3,
,,,-13.3799994E-3,1.0799999,,,,,-13.3799994E-3,979.999959469E-3,
,,,-13.3600002E-3,1.0799999,,,,,-13.3600002E-3,959.999978542E-3,
,,,-13.3400001E-3,1.0799999,,,,,-13.3400001E-3,979.999959469E-3,
,,,-13.3199999E-3,1.0799999,,,,,-13.3199999E-3,979.999959469E-3,
,,,-13.2999998E-3,1.0799999,,,,,-13.2999998E-3,959.999978542E-3,
,,,-13.2799996E-3,1.0599999,,,,,-13.2799996E-3,979.999959469E-3,
,,,-13.2599995E-3,1.0799999,,,,,-13.2599995E-3,1.000000,
,,,-13.2400002E-3,1.0599999,,,,,-13.2400002E-3,959.999978542E-3,
,,,-13.2200001E-3,1.0799999,,,,,-13.2200001E-3,959.999978542E-3,
,,,-13.1999999E-3,1.0799999,,,,,-13.1999999E-3,1.000000,
,,,-13.1799998E-3,1.0599999,,,,,-13.1799998E-3,959.999978542E-3,
