Row,RMSE_abs,RMSE_pct,ErrMax_abs,ErrMax_pct
X1,0.176374057201691,50.1074055163672,0.259979334512267,73.8594447900274
X2,0.0568985633171179,15.4659339913851,0.307896169832004,83.6910733981479
U,0.278447133060716,26.382087818407,0.925289401659831,87.6685853565894
