Record Length,2500,Points,-130.0000101E-3,1.8000000,,Record Length,2500,Points,-130.0000101E-3,1.5000000,,Record Length,2500,Points,-130.0000101E-3,1.4800000,
Sample Interval,199.99999495E-6,s,-129.8000067E-3,1.7800000,,Sample Interval,199.99999495E-6,s,-129.8000067E-3,1.5000000,,Sample Interval,199.99999495E-6,s,-129.8000067E-3,1.4800000,
Trigger Point,650.000067084,Samples,-129.6000034E-3,1.7800000,,Trigger Point,650.000067084,Samples,-129.6000034E-3,1.4800000,,Trigger Point,650.000067084,Samples,-129.6000034E-3,1.4800000,
,,,-129.4000149E-3,1.8000000,,,,,-129.4000149E-3,1.5000000,,,,,-129.4000149E-3,1.4720001,
,,,-129.2000115E-3,1.7800000,,,,,-129.2000115E-3,1.4800000,,,,,-129.2000115E-3,1.4800000,
,,,-129.0000081E-3,1.7800000,,,,,-129.0000081E-3,1.5000000,,,,,-129.0000081E-3,1.4880000,
Source,CH2,,-128.8000047E-3,1.7800000,,Source,CH3,,-128.8000047E-3,1.5000000,,Source,CH4,,-128.8000047E-3,1.4800000,
Vertical Units,Volts,,-128.6000162E-3,1.7800000,,Vertical Units,Volts,,-128.6000162E-3,1.5000000,,Vertical Units,Volts,,-128.6000162E-3,1.4800000,
Vertical Scale,499.999988824E-3,,-128.4000129E-3,1.8000000,,Vertical Scale,499.999988824E-3,,-128.4000129E-3,1.4800000,,Vertical Scale,200.00000950E-3,,-128.4000129E-3,1.4800000,
Vertical Offset,0,,-128.2000095E-3,1.7800000,,Vertical Offset,0,,-128.2000095E-3,1.5000000,,Vertical Offset,0,,-128.2000095E-3,1.4800000,
Horizontal Units,s,,-128.0000061E-3,1.7800000,,Horizontal Units,s,,-128.0000061E-3,1.5000000,,Horizontal Units,s,,-128.0000061E-3,1.4800000,
Horizontal Scale,49.99999874E-3,,-127.8000176E-3,1.8000000,,Horizontal Scale,49.99999874E-3,,-127.8000176E-3,1.5000000,,Horizontal Scale,49.99999874E-3,,-127.8000176E-3,1.4800000,
Pt Fmt,Y,,-127.6000142E-3,1.8000000,,Pt Fmt,Y,,-127.6000142E-3,1.5000000,,Pt Fmt,Y,,-127.6000142E-3,1.4800000,
Yzero,-1.3200000,,-127.4000108E-3,1.8000000,,Yzero,-4.40000000,,-127.4000108E-3,1.5000000,,Yzero,-10.0000000,,-127.4000108E-3,1.4960001,
Probe Atten,1.000000,,-127.2000074E-3,1.8000000,,Probe Atten,1.000000,,-127.2000074E-3,1.4800000,,Probe Atten,1.000000,,-127.2000074E-3,1.5040001,
,,,-127.0000041E-3,1.7800000,,,,,-127.0000041E-3,1.5000000,,,,,-127.0000041E-3,1.4800000,
Note,TDS 2004B - 20:20:55   16/09/2025,,-126.8000156E-3,1.7800000,,Note,TDS 2004B - 20:20:55   16/09/2025,,-126.8000156E-3,1.4800000,,Note,TDS 2004B - 20:20:55   16/09/2025,,-126.8000156E-3,1.4800000,
,,,-126.6000122E-3,1.8000000,,,,,-126.6000122E-3,1.4599999,,,,,-126.6000122E-3,1.4880000,
,,,-126.4000088E-3,1.7800000,,,,,-126.4000088E-3,1.4800000,,,,,-126.4000088E-3,1.4880000,
,,,-126.2000054E-3,1.7800000,,,,,-126.2000054E-3,1.4800000,,,,,-126.2000054E-3,1.4720001,
,,,-126.0000169E-3,1.7800000,,,,,-126.0000169E-3,1.4800000,,,,,-126.0000169E-3,1.4720001,
,,,-125.8000135E-3,1.7800000,,,,,-125.8000135E-3,1.4800000,,,,,-125.8000135E-3,1.4800000,
,,,-125.6000102E-3,1.7800000,,,,,-125.6000102E-3,1.4800000,,,,,-125.6000102E-3,1.4880000,
,,,-125.4000068E-3,1.7800000,,,,,-125.4000068E-3,1.4800000,,,,,-125.4000068E-3,1.4800000,
,,,-125.2000034E-3,1.7800000,,,,,-125.2000034E-3,1.4599999,,,,,-125.2000034E-3,1.4800000,
,,,-125.0000149E-3,1.7800000,,,,,-125.0000149E-3,1.4599999,,,,,-125.0000149E-3,1.4800000,
,,,-124.8000115E-3,1.7800000,,,,,-124.8000115E-3,1.4800000,,,,,-124.8000115E-3,1.4800000,
,,,-124.6000081E-3,1.8000000,,,,,-124.6000081E-3,1.4800000,,,,,-124.6000081E-3,1.4880000,
,,,-124.4000122E-3,1.7800000,,,,,-124.4000122E-3,1.4599999,,,,,-124.4000122E-3,1.4800000,
,,,-124.2000088E-3,1.7800000,,,,,-124.2000088E-3,1.5000000,,,,,-124.2000088E-3,1.4960001,
,,,-124.0000129E-3,1.7800000,,,,,-124.0000129E-3,1.4399999,,,,,-124.0000129E-3,1.5040001,
,,,-123.8000095E-3,1.8000000,,,,,-123.8000095E-3,1.4200000,,,,,-123.8000095E-3,1.4800000,
,,,-123.6000136E-3,1.7800000,,,,,-123.6000136E-3,1.4399999,,,,,-123.6000136E-3,1.4720001,
,,,-123.4000102E-3,1.8000000,,,,,-123.4000102E-3,1.4200000,,,,,-123.4000102E-3,1.4800000,
,,,-123.2000068E-3,1.7800000,,,,,-123.2000068E-3,1.4399999,,,,,-123.2000068E-3,1.4880000,
,,,-123.0000108E-3,1.7800000,,,,,-123.0000108E-3,1.4200000,,,,,-123.0000108E-3,1.4800000,
,,,-122.8000075E-3,1.7800000,,,,,-122.8000075E-3,1.4800000,,,,,-122.8000075E-3,1.4800000,
,,,-122.6000115E-3,1.7800000,,,,,-122.6000115E-3,1.5000000,,,,,-122.6000115E-3,1.4880000,
,,,-122.4000081E-3,1.7800000,,,,,-122.4000081E-3,1.4800000,,,,,-122.4000081E-3,1.4720001,
,,,-122.2000122E-3,1.8000000,,,,,-122.2000122E-3,1.4800000,,,,,-122.2000122E-3,1.4720001,
,,,-122.0000088E-3,1.7800000,,,,,-122.0000088E-3,1.5000000,,,,,-122.0000088E-3,1.4800000,
,,,-121.8000129E-3,1.8000000,,,,,-121.8000129E-3,1.5000000,,,,,-121.8000129E-3,1.4720001,
,,,-121.6000095E-3,1.8000000,,,,,-121.6000095E-3,1.4800000,,,,,-121.6000095E-3,1.4880000,
,,,-121.4000136E-3,1.7800000,,,,,-121.4000136E-3,1.5000000,,,,,-121.4000136E-3,1.4880000,
,,,-121.2000102E-3,1.8000000,,,,,-121.2000102E-3,1.5000000,,,,,-121.2000102E-3,1.4880000,
,,,-121.0000068E-3,1.7800000,,,,,-121.0000068E-3,1.5000000,,,,,-121.0000068E-3,1.4800000,
,,,-120.8000109E-3,1.7800000,,,,,-120.8000109E-3,1.4800000,,,,,-120.8000109E-3,1.4960001,
,,,-120.6000075E-3,1.8000000,,,,,-120.6000075E-3,1.5000000,,,,,-120.6000075E-3,1.4880000,
,,,-120.4000115E-3,1.8000000,,,,,-120.4000115E-3,1.5000000,,,,,-120.4000115E-3,1.4880000,
,,,-120.2000082E-3,1.7800000,,,,,-120.2000082E-3,1.4800000,,,,,-120.2000082E-3,1.4880000,
,,,-120.0000122E-3,1.8000000,,,,,-120.0000122E-3,1.4800000,,,,,-120.0000122E-3,1.4720001,
,,,-119.8000088E-3,1.7800000,,,,,-119.8000088E-3,1.4800000,,,,,-119.8000088E-3,1.4800000,
,,,-119.6000129E-3,1.8000000,,,,,-119.6000129E-3,1.5000000,,,,,-119.6000129E-3,1.4720001,
,,,-119.4000095E-3,1.7800000,,,,,-119.4000095E-3,1.5000000,,,,,-119.4000095E-3,1.4800000,
