Record Length,2500,Points,-130.0000101E-3,1.5999999,,Record Length,2500,Points,-130.0000101E-3,1.4599999,,Record Length,2500,Points,-130.0000101E-3,1.4640001,
Sample Interval,199.99999495E-6,s,-129.8000067E-3,1.5799999,,Sample Interval,199.99999495E-6,s,-129.8000067E-3,1.4399999,,Sample Interval,199.99999495E-6,s,-129.8000067E-3,1.4640001,
Trigger Point,650.000067084,Samples,-129.6000034E-3,1.5799999,,Trigger Point,650.000067084,Samples,-129.6000034E-3,1.4399999,,Trigger Point,650.000067084,Samples,-129.6000034E-3,1.4560001,
,,,-129.4000149E-3,1.5799999,,,,,-129.4000149E-3,1.4599999,,,,,-129.4000149E-3,1.4640001,
,,,-129.2000115E-3,1.5799999,,,,,-129.2000115E-3,1.4599999,,,,,-129.2000115E-3,1.4640001,
,,,-129.0000081E-3,1.5799999,,,,,-129.0000081E-3,1.4599999,,,,,-129.0000081E-3,1.4640001,
Source,CH2,,-128.8000047E-3,1.5999999,,Source,CH3,,-128.8000047E-3,1.4599999,,Source,CH4,,-128.8000047E-3,1.4640001,
Vertical Units,Volts,,-128.6000162E-3,1.5799999,,Vertical Units,Volts,,-128.6000162E-3,1.4599999,,Vertical Units,Volts,,-128.6000162E-3,1.4640001,
Vertical Scale,499.999988824E-3,,-128.4000129E-3,1.5799999,,Vertical Scale,499.999988824E-3,,-128.4000129E-3,1.4599999,,Vertical Scale,200.00000950E-3,,-128.4000129E-3,1.4640001,
Vertical Offset,0,,-128.2000095E-3,1.5799999,,Vertical Offset,0,,-128.2000095E-3,1.4599999,,Vertical Offset,0,,-128.2000095E-3,1.4640001,
Horizontal Units,s,,-128.0000061E-3,1.5799999,,Horizontal Units,s,,-128.0000061E-3,1.4599999,,Horizontal Units,s,,-128.0000061E-3,1.4640001,
Horizontal Scale,49.99999874E-3,,-127.8000176E-3,1.5799999,,Horizontal Scale,49.99999874E-3,,-127.8000176E-3,1.4599999,,Horizontal Scale,49.99999874E-3,,-127.8000176E-3,1.4640001,
Pt Fmt,Y,,-127.6000142E-3,1.5799999,,Pt Fmt,Y,,-127.6000142E-3,1.4599999,,Pt Fmt,Y,,-127.6000142E-3,1.4640001,
Yzero,-1.3200000,,-127.4000108E-3,1.5799999,,Yzero,-4.32000000,,-127.4000108E-3,1.4599999,,Yzero,-10.0000000,,-127.4000108E-3,1.4640001,
Probe Atten,1.000000,,-127.2000074E-3,1.5799999,,Probe Atten,1.000000,,-127.2000074E-3,1.4599999,,Probe Atten,1.000000,,-127.2000074E-3,1.4720001,
,,,-127.0000041E-3,1.5799999,,,,,-127.0000041E-3,1.4599999,,,,,-127.0000041E-3,1.4720001,
Note,TDS 2004B - 20:33:35   16/09/2025,,-126.8000156E-3,1.5799999,,Note,TDS 2004B - 20:33:35   16/09/2025,,-126.8000156E-3,1.4599999,,Note,TDS 2004B - 20:33:35   16/09/2025,,-126.8000156E-3,1.4640001,
,,,-126.6000122E-3,1.5799999,,,,,-126.6000122E-3,1.4599999,,,,,-126.6000122E-3,1.4640001,
,,,-126.4000088E-3,1.5799999,,,,,-126.4000088E-3,1.4599999,,,,,-126.4000088E-3,1.4640001,
,,,-126.2000054E-3,1.5999999,,,,,-126.2000054E-3,1.4399999,,,,,-126.2000054E-3,1.4640001,
,,,-126.0000169E-3,1.5799999,,,,,-126.0000169E-3,1.4399999,,,,,-126.0000169E-3,1.4560001,
,,,-125.8000135E-3,1.5799999,,,,,-125.8000135E-3,1.4599999,,,,,-125.8000135E-3,1.4640001,
,,,-125.6000102E-3,1.5999999,,,,,-125.6000102E-3,1.4599999,,,,,-125.6000102E-3,1.4640001,
,,,-125.4000068E-3,1.5799999,,,,,-125.4000068E-3,1.4599999,,,,,-125.4000068E-3,1.4640001,
,,,-125.2000034E-3,1.5799999,,,,,-125.2000034E-3,1.4399999,,,,,-125.2000034E-3,1.4640001,
,,,-125.0000149E-3,1.5799999,,,,,-125.0000149E-3,1.4599999,,,,,-125.0000149E-3,1.4640001,
,,,-124.8000115E-3,1.5799999,,,,,-124.8000115E-3,1.4399999,,,,,-124.8000115E-3,1.4640001,
,,,-124.6000081E-3,1.5799999,,,,,-124.6000081E-3,1.4599999,,,,,-124.6000081E-3,1.4560001,
,,,-124.4000122E-3,1.5799999,,,,,-124.4000122E-3,1.4599999,,,,,-124.4000122E-3,1.4640001,
,,,-124.2000088E-3,1.5999999,,,,,-124.2000088E-3,1.4599999,,,,,-124.2000088E-3,1.4640001,
,,,-124.0000129E-3,1.5999999,,,,,-124.0000129E-3,1.4599999,,,,,-124.0000129E-3,1.4640001,
,,,-123.8000095E-3,1.5799999,,,,,-123.8000095E-3,1.4599999,,,,,-123.8000095E-3,1.4800000,
,,,-123.6000136E-3,1.5799999,,,,,-123.6000136E-3,1.4399999,,,,,-123.6000136E-3,1.4640001,
,,,-123.4000102E-3,1.5799999,,,,,-123.4000102E-3,1.4599999,,,,,-123.4000102E-3,1.4640001,
,,,-123.2000068E-3,1.5799999,,,,,-123.2000068E-3,1.4599999,,,,,-123.2000068E-3,1.4640001,
,,,-123.0000108E-3,1.5799999,,,,,-123.0000108E-3,1.4399999,,,,,-123.0000108E-3,1.4640001,
,,,-122.8000075E-3,1.5799999,,,,,-122.8000075E-3,1.4399999,,,,,-122.8000075E-3,1.4640001,
,,,-122.6000115E-3,1.5799999,,,,,-122.6000115E-3,1.4399999,,,,,-122.6000115E-3,1.4560001,
,,,-122.4000081E-3,1.5999999,,,,,-122.4000081E-3,1.4599999,,,,,-122.4000081E-3,1.4640001,
,,,-122.2000122E-3,1.5799999,,,,,-122.2000122E-3,1.4399999,,,,,-122.2000122E-3,1.4640001,
,,,-122.0000088E-3,1.5799999,,,,,-122.0000088E-3,1.4599999,,,,,-122.0000088E-3,1.4640001,
