Record Length,2500,Points,-145.9999979E-3,2.0799999,,Record Length,2500,Points,-145.9999979E-3,2.6599998,,Record Length,2500,Points,-145.9999979E-3,2.2800000,,Record Length,2500,Points,-145.9999979E-3,2.2600000,
Sample Interval,199.99999495E-6,s,-145.7999945E-3,2.0799999,,Sample Interval,199.99999495E-6,s,-145.7999945E-3,2.6399999,,Sample Interval,199.99999495E-6,s,-145.7999945E-3,2.2400000,,Sample Interval,199.99999495E-6,s,-145.7999945E-3,2.2600000,
Trigger Point,730.000007713,Samples,-145.5999911E-3,2.1199999,,Trigger Point,730.000007713,Samples,-145.5999911E-3,2.6599998,,Trigger Point,730.000007713,Samples,-145.5999911E-3,2.1599998,,Trigger Point,730.000007713,Samples,-145.5999911E-3,2.2600000,
,,,-145.4000026E-3,2.1199999,,,,,-145.4000026E-3,2.6599998,,,,,-145.4000026E-3,2.2000000,,,,,-145.4000026E-3,2.2600000,
,,,-145.1999992E-3,2.0799999,,,,,-145.1999992E-3,2.6599998,,,,,-145.1999992E-3,2.2200000,,,,,-145.1999992E-3,2.2600000,
,,,-144.9999958E-3,2.1199999,,,,,-144.9999958E-3,2.6599998,,,,,-144.9999958E-3,2.2600000,,,,,-144.9999958E-3,2.2600000,
Source,CH1,,-144.7999924E-3,2.1199999,,Source,CH2,,-144.7999924E-3,2.6399999,,Source,CH3,,-144.7999924E-3,2.2600000,,Source,CH4,,-144.7999924E-3,2.2600000,
Vertical Units,Volts,,-144.6000040E-3,2.0799999,,Vertical Units,Volts,,-144.6000040E-3,2.6599998,,Vertical Units,Volts,,-144.6000040E-3,2.2600000,,Vertical Units,Volts,,-144.6000040E-3,2.2800000,
Vertical Scale,999.999977648E-3,,-144.4000006E-3,2.1599998,,Vertical Scale,499.999988824E-3,,-144.4000006E-3,2.6599998,,Vertical Scale,499.999988824E-3,,-144.4000006E-3,2.2400000,,Vertical Scale,499.999988824E-3,,-144.4000006E-3,2.2600000,
Vertical Offset,0,,-144.1999972E-3,2.1599998,,Vertical Offset,0,,-144.1999972E-3,2.6399999,,Vertical Offset,0,,-144.1999972E-3,2.2400000,,Vertical Offset,0,,-144.1999972E-3,2.2600000,
Horizontal Units,s,,-143.9999938E-3,2.1599998,,Horizontal Units,s,,-143.9999938E-3,2.6599998,,Horizontal Units,s,,-143.9999938E-3,2.2400000,,Horizontal Units,s,,-143.9999938E-3,2.2400000,
