Record Length,2500,Points,-87.999999523E-3,539.999961853E-3,,Record Length,2500,Points,-87.999999523E-3,4.33999968,,Record Length,2500,Points,-87.999999523E-3,539.999961853E-3,
Sample Interval,199.99999495E-6,s,-87.799996138E-3,539.999961853E-3,,Sample Interval,199.99999495E-6,s,-87.799996138E-3,4.33999968,,Sample Interval,199.99999495E-6,s,-87.799996138E-3,539.999961853E-3,
Trigger Point,440.000008731,Samples,-87.600000203E-3,560.000002384E-3,,Trigger Point,440.000008731,Samples,-87.600000203E-3,4.33999968,,Trigger Point,440.000008731,Samples,-87.600000203E-3,539.999961853E-3,
,,,-87.399996817E-3,539.999961853E-3,,,,,-87.399996817E-3,4.33999968,,,,,-87.399996817E-3,479.999989271E-3,
,,,-87.200000882E-3,539.999961853E-3,,,,,-87.200000882E-3,4.33999968,,,,,-87.200000882E-3,479.999989271E-3,
,,,-86.999997497E-3,539.999961853E-3,,,,,-86.999997497E-3,4.33999968,,,,,-86.999997497E-3,539.999961853E-3,
Source,CH1,,-86.800001562E-3,560.000002384E-3,,Source,CH2,,-86.800001562E-3,4.33999968,,Source,CH3,,-86.800001562E-3,579.999983311E-3,
Vertical Units,Volts,,-86.599998176E-3,539.999961853E-3,,Vertical Units,Volts,,-86.599998176E-3,4.33999968,,Vertical Units,Volts,,-86.599998176E-3,579.999983311E-3,
Vertical Scale,499.999988824E-3,,-86.400002241E-3,539.999961853E-3,,Vertical Scale,499.999988824E-3,,-86.400002241E-3,4.33999968,,Vertical Scale,499.999988824E-3,,-86.400002241E-3,539.999961853E-3,
Vertical Offset,0,,-86.199998856E-3,539.999961853E-3,,Vertical Offset,0,,-86.199998856E-3,4.36000013,,Vertical Offset,0,,-86.199998856E-3,500.000000000E-3,
Horizontal Units,s,,-86.000002921E-3,539.999961853E-3,,Horizontal Units,s,,-86.000002921E-3,4.36000013,,Horizontal Units,s,,-86.000002921E-3,539.999961853E-3,
Horizontal Scale,49.99999874E-3,,-85.799999535E-3,560.000002384E-3,,Horizontal Scale,49.99999874E-3,,-85.799999535E-3,4.36000013,,Horizontal Scale,49.99999874E-3,,-85.799999535E-3,539.999961853E-3,
Pt Fmt,Y,,-85.599996150E-3,560.000002384E-3,,Pt Fmt,Y,,-85.599996150E-3,4.33999968,,Pt Fmt,Y,,-85.599996150E-3,560.000002384E-3,
Yzero,-4.56000000,,-85.400000215E-3,539.999961853E-3,,Yzero,-5.84000000,,-85.400000215E-3,4.33999968,,Yzero,-4.20000000,,-85.400000215E-3,579.999983311E-3,
